; Fri, 15 May 2015, 18:37:42
AX-89832980:ph3        81.508  ; 9020

AX-89832991:ph3        82.067  ; 9021

AX-89792184:ph3        82.067  ; 9022

AX-89825953:ph3        83.197  ; 9023

AX-89786099:ph3        83.197  ; 9024

AX-89825998:ph3        83.475  ; 9025

AX-89825984:ph3        83.475  ; 9026

AX-89867956:ph3        83.753  ; 9027

AX-89785993:ph3        84.030  ; 9028

AX-89802524:ph3        84.308  ; 9029

AX-89882949:ph3        84.585  ; 9030

AX-89903179:ph3        84.863  ; 9031

AX-89845640:ph3        84.863  ; 9032

AX-89845630:ph3        85.141  ; 9033

AX-89802371:ph3        85.141  ; 9034

AX-89827855:ph3        87.113  ; 9035

AX-89827831:ph3        87.113  ; 9036

AX-89884971:ph3        87.703  ; 9037

AX-89884962:ph3        88.226  ; 9038

AX-89787575:ph3        88.226  ; 9039

AX-89885114:ph3        88.782  ; 9040

AX-89872502:ph3        88.782  ; 9041

AX-89828041:ph3        90.761  ; 9042

AX-89828094:ph3        90.761  ; 9043

AX-89828043:ph3        91.039  ; 9044

AX-89868096:ph3        91.833  ; 9045

AX-89905050:ph3        91.875  ; 9046

AX-89828203:ph3        92.720  ; 9047

AX-89828285:ph3        93.531  ; 9048

AX-89787911:ph3        93.553  ; 9049

AX-89884806:ph3        94.390  ; 9050

AX-89827761:ph3        94.948  ; 9051

AX-89804249:ph3        95.226  ; 9052

AX-89827685:ph3        95.226  ; 9053

AX-89827377:ph3        96.062  ; 9054

AX-89787210:ph3        96.339  ; 9055

AX-89787229:ph3        96.339  ; 9056

AX-89877154:ph3        97.460  ; 9057

AX-89827434:ph3        98.298  ; 9058

AX-89884567:ph3        99.137  ; 9059

AX-89884570:ph3        99.414  ; 9060

AX-89827535:ph3       100.072  ; 9061

AX-89827548:ph3       100.807  ; 9062

AX-89827559:ph3       101.362  ; 9063

AX-89827261:ph3       101.640  ; 9064

AX-89827258:ph3       101.918  ; 9065

AX-89787121:ph3       103.329  ; 9066

AX-89827299:ph3       105.118  ; 9067

AX-89824510:ph3       107.764  ; 9068

AX-89882033:ph3       109.022  ; 9069

AX-89881973:ph3       109.022  ; 9070

AX-89785783:ph3       109.581  ; 9071

AX-89785672:ph3       109.858  ; 9072

AX-89881511:nmh       125.266  ; 9073

AX-89784709:nmh       125.821  ; 9074







group 3C



AX-89883854:nmh         0.000  ; 10165

AX-89883924:nmh         1.720  ; 10166

AX-89786713:nmh         1.864  ; 10167

AX-89826321:nmh         2.837  ; 10168

AX-89865590:nmh         3.393  ; 10169

AX-89883455:nmh         3.393  ; 10170

AX-89883749:ph3         3.481  ; 10171

AX-89883895:ph3         4.415  ; 10172

AX-89884080:nmh         5.070  ; 10173

AX-89826406:ph3         5.395  ; 10174

AX-89826780:nmh         5.681  ; 10175

AX-89884067:nmh         5.721  ; 10176

AX-89883988:nmh         6.046  ; 10177

AX-89884014:ph3         6.910  ; 10178

AX-89786682:nmh         7.322  ; 10179

AX-89884012:ph3         7.444  ; 10180

AX-89883808:nmh         8.029  ; 10181

AX-89786694:nmh         8.029  ; 10182

AX-89883717:ph3         9.323  ; 10183

AX-89786590:nmh         9.323  ; 10184

AX-89883978:nmh         9.888  ; 10185

AX-89883696:ph3         9.966  ; 10186

AX-89786554:nmh         9.966  ; 10187

AX-89912328:nmh        10.377  ; 10188

AX-89847823:ph3        10.610  ; 10189

AX-89882051:nmh        10.610  ; 10190

AX-89883640:nmh        11.253  ; 10191

AX-89856423:nmh        11.361  ; 10192

AX-89867143:ph2        11.850  ; 10193

AX-89883881:nmh        12.338  ; 10194

AX-89826718:nmh        12.338  ; 10195

AX-89785172:nmh        12.547  ; 10196

AX-89883799:nmh        12.827  ; 10197

AX-89826673:nmh        13.811  ; 10198

AX-89824888:nmh        13.840  ; 10199

AX-89826615:nmh        14.794  ; 10200

AX-89786584:nmh        14.794  ; 10201

AX-89826470:nmh        15.134  ; 10202

AX-89786533:ph3        15.777  ; 10203

AX-89786460:ph3        16.055  ; 10204

AX-89882502:ph3        16.801  ; 10205

AX-89789889:nmh        16.892  ; 10206

AX-89785365:nmh        17.174  ; 10207

AX-89904840:ph3        17.174  ; 10208

AX-89825074:nmh        17.452  ; 10209

AX-89883628:ph3        17.729  ; 10210

AX-89904909:ph3        18.007  ; 10211

AX-89883664:nmh        18.007  ; 10212

AX-89826454:nmh        18.544  ; 10213

AX-89826448:nmh        18.544  ; 10214

AX-89824951:nmh        19.081  ; 10215

AX-89824921:nmh        19.081  ; 10216

AX-89882107:nmh        19.619  ; 10217

AX-89804012:nmh        20.699  ; 10218

AX-89882173:nmh        20.999  ; 10219

AX-89785327:ph3        21.235  ; 10220

AX-89807082:nmh        22.315  ; 10221

AX-89785633:nmh        23.945  ; 10222

AX-89882526:nmh        23.945  ; 10223

AX-89882428:nmh        25.025  ; 10224

AX-89882402:nmh        25.025  ; 10225

AX-89882415:nmh        25.562  ; 10226

AX-89825514:nmh        26.642  ; 10227

AX-89867935:nmh        27.723  ; 10228

AX-89882609:nmh        27.723  ; 10229

AX-89852013:ph2        28.260  ; 10230

AX-89856287:ph2        28.260  ; 10231

AX-89786311:nmh        30.937  ; 10232

AX-89824821:ph3        31.007  ; 10233

AX-89872453:ph3        32.637  ; 10234

AX-89824580:nmh        32.683  ; 10235

AX-89802841:nmh        33.840  ; 10236

AX-89883393:nmh        33.840  ; 10237

AX-89881952:nmh        34.272  ; 10238

AX-89824557:nmh        35.585  ; 10239

AX-89887567:nmh        36.160  ; 10240

AX-89905229:nmh        36.160  ; 10241

AX-89822358:ph3        46.233  ; 10242

AX-89847735:ph3        49.176  ; 10243

AX-89847733:ph3        49.176  ; 10244

AX-89824357:nmh        49.690  ; 10245

AX-89881482:ph3        49.690  ; 10246

AX-89904741:ph3        50.391  ; 10247

AX-89784670:ph3        52.224  ; 10248

AX-89824257:ph3        52.320  ; 10249

AX-89784703:nmh        52.829  ; 10250

AX-89824346:ph3        52.829  ; 10251

AX-89824185:nmh        56.045  ; 10252

AX-89904707:ph3        56.559  ; 10253

AX-89784441:ph3        57.104  ; 10254

AX-89824000:ph3        57.126  ; 10255

AX-89881175:nmh        57.126  ; 10256

AX-89823984:ph3        57.803  ; 10257

AX-89823976:ph3        57.950  ; 10258

AX-89881109:nmh        58.285  ; 10259

AX-89881127:ph3        58.784  ; 10260

AX-89823994:nmh        59.341  ; 10261

AX-89784379:ph3        59.341  ; 10262

AX-89904698:ph3        59.618  ; 10263

AX-89824115:nmh        60.548  ; 10264

AX-89824022:nmh        61.477  ; 10265

AX-89824095:nmh        62.093  ; 10266

AX-89823913:nmh        63.929  ; 10267

AX-89881071:nmh        64.287  ; 10268

AX-89784322:ph3        64.594  ; 10269

AX-89823915:nmh        65.675  ; 10270

AX-89881069:nmh        66.453  ; 10271

AX-89881026:ph3        68.672  ; 10272

AX-89823869:ph3        68.672  ; 10273

AX-89784230:ph3        68.672  ; 10274

AX-89872402:ph3        69.066  ; 10275

AX-89788071:nmh        69.614  ; 10276

AX-89885526:nmh        70.556  ; 10277

AX-89828430:ph3        71.498  ; 10278

AX-89784216:nmh        72.061  ; 10279

AX-89788067:ph3        72.760  ; 10280

AX-89831855:nmh        74.050  ; 10281

AX-89788035:ph3        74.578  ; 10282

AX-89889046:nmh        74.600  ; 10283

AX-89791303:ph3        75.106  ; 10284

AX-89905664:nmh        75.161  ; 10285

AX-89868316:nmh        76.288  ; 10286

AX-89825566:nmh        77.416  ; 10287

AX-89882769:ph3        79.094  ; 10288

AX-89825538:nmh        79.105  ; 10289

AX-89882766:ph3        79.105  ; 10290

AX-89785845:ph3        81.041  ; 10291

AX-89785851:ph3        81.041  ; 10292

AX-89882789:nmh        81.573  ; 10293

AX-89785912:nmh        82.442  ; 10294

AX-89882715:nmh        82.502  ; 10295

AX-89867951:nmh        83.139  ; 10296

AX-89785864:ph3        83.903  ; 10297

AX-89825669:ph3        84.496  ; 10298

AX-89825727:nmh        86.241  ; 10299

AX-89825766:nmh        86.703  ; 10300

AX-89786084:nmh        86.703  ; 10301

AX-89890261:ph3        86.703  ; 10302

AX-89786092:nmh        87.258  ; 10303

AX-89883039:ph3        87.258  ; 10304

AX-89786052:ph3        87.258  ; 10305

AX-89890260:nmh        88.163  ; 10306

AX-89786127:nmh        88.763  ; 10307

AX-89833019:nmh        89.062  ; 10308

AX-89856259:nmh        89.414  ; 10309

AX-89882994:ph3        91.335  ; 10310

AX-89907936:ph3        92.657  ; 10311

AX-89787533:ph3        93.318  ; 10312

AX-89884927:nmh        94.646  ; 10313

AX-89787540:nmh        95.307  ; 10314

AX-89787634:nmh        97.994  ; 10315

AX-89852207:nmh        98.655  ; 10316

AX-89908166:ph2        98.945  ; 10317

AX-89884987:ph3        99.314  ; 10318

AX-89787666:nmh       100.642  ; 10319

AX-89787705:nmh       102.450  ; 10320

AX-89787777:ph3       103.303  ; 10321

AX-89787769:nmh       103.964  ; 10322

AX-89787834:nmh       104.358  ; 10323

AX-89848238:ph3       104.890  ; 10324

AX-89787806:nmh       105.293  ; 10325

AX-89787833:nmh       105.293  ; 10326

AX-89868091:ph3       105.854  ; 10327

AX-89824671:nmh       107.297  ; 10328

AX-89905055:ph3       107.303  ; 10329

AX-89787871:nmh       107.802  ; 10330

AX-89905052:ph3       108.574  ; 10331

AX-89885333:ph3       109.260  ; 10332

AX-89787896:nmh       109.301  ; 10333

AX-89787945:ph3       109.815  ; 10334

AX-89885378:nmh       109.815  ; 10335

AX-89885374:ph3       109.815  ; 10336

AX-89827364:nmh       110.999  ; 10337

AX-89827719:nmh       111.756  ; 10338

AX-89827725:ph3       111.756  ; 10339

AX-89787467:nmh       111.797  ; 10340

AX-89848169:ph3       112.388  ; 10341

AX-89787272:ph3       112.978  ; 10342

AX-89787156:nmh       117.280  ; 10343

AX-89827310:nmh       117.805  ; 10344

AX-89784827:ph3       119.014  ; 10345

AX-89884425:nmh       119.569  ; 10346

AX-89847787:ph3       119.570  ; 10347

AX-89784858:nmh       120.353  ; 10348

AX-89824777:nmh       120.694  ; 10349

AX-89872417:nmh       121.303  ; 10350

AX-89825093:nmh       122.168  ; 10351

AX-89847802:ph3       122.598  ; 10352

AX-89882175:nmh       123.029  ; 10353

AX-89904826:nmh       123.894  ; 10354

AX-89856168:nmh       124.325  ; 10355

AX-89825960:ph3       124.325  ; 10356

AX-89786362:ph3       125.190  ; 10357

AX-89883379:ph3       125.190  ; 10358

AX-89883737:nmh       125.190  ; 10359

AX-89826249:ph3       125.746  ; 10360

AX-89883437:nmh       126.308  ; 10361

AX-89836050:ph3       127.993  ; 10362

AX-89784724:ph3       128.549  ; 10363

AX-89885335:ph3       130.682  ; 10364

AX-89828111:nmh       131.361  ; 10365

AX-89787888:nmh       131.916  ; 10366

AX-89823912:ph3       133.033  ; 10367

AX-89827783:ph3       134.151  ; 10368

AX-89883713:nmh       134.718  ; 10369


group 3D_A



AX-89883537:nmh         0.000  ; 4524

AX-89883446:nmh         1.146  ; 4525

AX-89786355:nmh         1.701  ; 4526

AX-89826964:ph3         1.701  ; 4527

AX-89786876:nmh         1.701  ; 4528

AX-89856329:nmh         1.701  ; 4529

AX-89883494:nmh         2.257  ; 4530

AX-89786903:ph3         3.374  ; 4531

AX-89786739:nmh         3.930  ; 4532

AX-89786723:nmh         5.047  ; 4533

AX-89786708:ph3         5.047  ; 4534

AX-89883871:nmh         5.603  ; 4535

AX-89826690:ph3         6.720  ; 4536

AX-89807205:nmh         6.720  ; 4537

AX-89861184:nmh         6.720  ; 4538

AX-89786605:nmh         7.276  ; 4539

AX-89856390:nmh         7.831  ; 4540

AX-89912297:nmh         8.387  ; 4541

AX-89824769:ph3         8.942  ; 4542

AX-89786575:nmh         9.498  ; 4543

AX-89826594:nmh         9.498  ; 4544

AX-89863314:nmh        21.985  ; 4545

AX-89826275:ph3        22.540  ; 4546

AX-89826284:ph3        22.540  ; 4547

AX-89785117:ph3        25.382  ; 4548

AX-89824740:nmh        26.499  ; 4549

AX-89785091:nmh        28.185  ; 4550

AX-89881906:nmh        28.740  ; 4551

AX-89904762:ph3        29.296  ; 4552

AX-89804518:nmh        30.793  ; 4553

AX-89904881:ph3        31.533  ; 4554

AX-89824600:nmh        32.089  ; 4555

AX-89806992:nmh        32.645  ; 4556

AX-89861053:nmh        32.645  ; 4557

AX-89885432:ph3        32.645  ; 4558

AX-89828336:ph3        33.200  ; 4559

AX-89885440:nmh        33.756  ; 4560

AX-89856500:nmh        34.873  ; 4561

AX-89884208:nmh        36.348  ; 4562

AX-89827099:ph3        37.110  ; 4563

AX-89861066:nmh        37.110  ; 4564

AX-89827114:nmh        37.110  ; 4565

AX-89827105:nmh        37.666  ; 4566

AX-89786991:nmh        38.783  ; 4567

AX-89824712:nmh        39.901  ; 4568

AX-89884247:ph3        40.456  ; 4569

AX-89786953:nmh        42.716  ; 4570

AX-89879302:ph3        44.977  ; 4571

AX-89783097:ph3        46.094  ; 4572

AX-89822132:nmh        46.094  ; 4573

AX-89879327:nmh        47.211  ; 4574

AX-89822177:ph3        48.329  ; 4575

AX-89879390:ph3        48.884  ; 4576

AX-89869771:ph3        49.440  ; 4577

AX-89822196:nmh        49.996  ; 4578

AX-89879442:nmh        50.551  ; 4579

AX-89822256:nmh        50.551  ; 4580

AX-89822318:nmh        51.668  ; 4581

AX-89822288:nmh        52.786  ; 4582

AX-89783184:ph3        53.903  ; 4583

AX-89822374:nmh        55.589  ; 4584

AX-89822290:nmh        56.706  ; 4585

AX-89879506:ph3        57.262  ; 4586

AX-89783240:nmh        57.817  ; 4587

AX-89822362:nmh        58.597  ; 4588

AX-89822704:ph3        60.066  ; 4589

AX-89879858:nmh        60.621  ; 4590

AX-89783260:nmh        61.177  ; 4591

AX-89824397:nmh        61.732  ; 4592

AX-89824388:nmh        62.316  ; 4593

AX-89784702:ph3        72.671  ; 4594

AX-89847739:ph3        73.261  ; 4595

AX-89904724:ph3        73.816  ; 4596

AX-89847736:ph3        75.502  ; 4597

AX-89881462:ph2        75.502  ; 4598

AX-89904718:ph3        77.762  ; 4599

AX-89824195:ph3        81.352  ; 4600

AX-89890265:nmh        93.002  ; 4601

AX-89825740:nmh        94.687  ; 4602

AX-89785924:nmh        95.243  ; 4603

AX-89905492:ph3        96.360  ; 4604

AX-89832942:ph3        99.790  ; 4605

AX-89825982:ph3       100.346  ; 4606

AX-89890183:nmh       101.463  ; 4607

AX-89883113:nmh       102.580  ; 4608

AX-89883067:ph3       104.266  ; 4609

AX-89883076:ph3       104.266  ; 4610

AX-89847941:ph3       105.383  ; 4611

AX-89863291:nmh       105.661  ; 4612

AX-89872441:ph3       105.939  ; 4613

AX-89847933:ph3       105.939  ; 4614

AX-89845527:nmh       106.872  ; 4615

AX-89787597:nmh       107.336  ; 4616

AX-89827833:nmh       108.053  ; 4617

AX-89885052:ph3       108.732  ; 4618

AX-89885075:ph3       109.197  ; 4619

AX-89828038:nmh       111.448  ; 4620

AX-89787767:nmh       112.029  ; 4621

AX-89885188:nmh       112.798  ; 4622

AX-89885077:nmh       113.425  ; 4623

AX-89787864:nmh       113.889  ; 4624

AX-89885259:nmh       113.889  ; 4625

AX-89848257:ph3       114.354  ; 4626

AX-89885348:nmh       114.354  ; 4627

AX-89827698:nmh       114.818  ; 4628

AX-89787498:nmh       115.282  ; 4629

AX-89827638:nmh       115.746  ; 4630

AX-89868044:nmh       116.679  ; 4631

AX-89827608:nmh       117.143  ; 4632

AX-89824674:ph3       121.492  ; 4633

AX-89785340:ph3       121.784  ; 4634

AX-89904823:ph3       122.621  ; 4635

AX-89786431:ph3       124.030  ; 4636

AX-89786768:ph3       124.584  ; 4637

AX-89848137:ph3       124.598  ; 4638





group 3D_B



AX-89867974:nmh         0.000  ; 4768

AX-89826229:nmh         0.000  ; 4769

AX-89883229:nmh         1.686  ; 4770

AX-89826182:ph3         2.241  ; 4771

AX-89786251:nmh         2.241  ; 4772

AX-89825508:nmh         2.797  ; 4773

AX-89882625:nmh         3.352  ; 4774

AX-89825494:nmh         5.044  ; 4775

AX-89785510:nmh         7.310  ; 4776

AX-89785559:nmh         7.310  ; 4777

AX-89825407:nmh         7.865  ; 4778

AX-89882601:nmh         7.865  ; 4779

AX-89825061:nmh         8.982  ; 4780

AX-89882127:nmh        11.243  ; 4781

AX-89824947:nmh        11.243  ; 4782

AX-89786463:nmh        11.798  ; 4783

AX-89883584:nmh        11.798  ; 4784

AX-89867987:nmh        12.916  ; 4785

AX-89883646:nmh        13.471  ; 4786

AX-89786565:nmh        14.027  ; 4787

AX-89826692:nmh        14.027  ; 4788

AX-89786651:nmh        14.857  ; 4789

AX-89826641:nmh        15.698  ; 4790

AX-89826643:ph3        16.254  ; 4791

AX-89826695:nmh        16.531  ; 4792

AX-89883779:ph3        16.809  ; 4793

AX-89786412:nmh        17.927  ; 4794

AX-89811777:nmh        18.482  ; 4795

AX-89826904:nmh        19.038  ; 4796

AX-89826363:nmh        20.161  ; 4797

AX-89807172:nmh        20.722  ; 4798

AX-89865636:nmh        20.982  ; 4799

AX-89786888:nmh        21.276  ; 4800

AX-89786828:nmh        21.843  ; 4801


group 4A



AX-89889219:nmh         0.000  ; 4357

AX-89887184:nmh         0.556  ; 4358

AX-89804627:ph3         2.816  ; 4359

AX-89831344:ph2         2.816  ; 4360

AX-89791014:nmh         3.371  ; 4361

AX-89831526:nmh         4.489  ; 4362

AX-89791520:nmh         5.044  ; 4363

AX-89800420:nmh         6.162  ; 4364

AX-89834997:nmh         6.717  ; 4365

AX-89889010:nmh         8.403  ; 4366

AX-89791124:nmh        10.088  ; 4367

AX-89831674:nmh        10.644  ; 4368

AX-89889282:nmh        10.644  ; 4369

AX-89888855:ph3        10.644  ; 4370

AX-89791065:nmh        11.199  ; 4371

AX-89831668:nmh        12.317  ; 4372

AX-89788164:ph3        13.434  ; 4373

AX-89863518:nmh        13.758  ; 4374

AX-89791397:nmh        14.082  ; 4375

AX-89889167:nmh        14.405  ; 4376

AX-89828782:nmh        14.729  ; 4377

AX-89828709:nmh        15.053  ; 4378

AX-89885833:nmh        15.376  ; 4379

AX-89788307:ph3        15.392  ; 4380

AX-89878499:nmh        15.937  ; 4381

AX-89788314:ph3        16.215  ; 4382

AX-89828700:nmh        16.774  ; 4383

AX-89788266:ph3        17.616  ; 4384

AX-89829686:nmh        17.755  ; 4385

AX-89815469:ph3        17.894  ; 4386

AX-89905180:ph3        17.894  ; 4387

AX-89886839:ph3        18.453  ; 4388

AX-89829647:nmh        18.732  ; 4389

AX-89829643:ph3        19.011  ; 4390

AX-89886774:nmh        19.830  ; 4391

AX-89886802:ph3        19.887  ; 4392

AX-89789143:nmh        20.236  ; 4393

AX-89804435:nmh        21.054  ; 4394

AX-89886684:nmh        21.873  ; 4395

AX-89885932:nmh        22.691  ; 4396

AX-89789286:nmh        23.097  ; 4397

AX-89828803:nmh        24.332  ; 4398
